"SELECT","NAME","FULL_NAME","ST","ST_CLADE","period"
"AmsHSX","AmsHSX-SPLIT9","01AE_000_AmsHSX_AmsHSX-SPLIT9","01AE",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT23","B_000_AmsHSX_AmsHSX-SPLIT23","B",4,"pre-startd"
"AmsHSX","AmsHSX-SPLIT33","C_000_AmsHSX_AmsHSX-SPLIT33","C",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT45","C_000_AmsHSX_AmsHSX-SPLIT45","C",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT11","B_000_AmsHSX_AmsHSX-SPLIT11","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT3","B_000_AmsHSX_AmsHSX-SPLIT3","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT46","B_000_AmsHSX_AmsHSX-SPLIT46","B",3,"pre-startd"
"AmsHSX","AmsHSX-SPLIT58","B_000_AmsHSX_AmsHSX-SPLIT58","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT11","B_000_AmsHSX_AmsHSX-SPLIT11","B",4,"pre-startd"
"AmsHSX","AmsHSX-SPLIT22","01AE_000_AmsHSX_AmsHSX-SPLIT22","01AE",NA,"post-startd"
"AmsHSX","AmsHSX-SPLIT18","B_000_AmsHSX_AmsHSX-SPLIT18","B",3,"pre-startd"
"AmsHSX","AmsHSX-SPLIT102","B_000_AmsHSX_AmsHSX-SPLIT102","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT69","B_000_AmsHSX_AmsHSX-SPLIT69","B",3,"pre-startd"
"AmsHSX","AmsHSX-SPLIT44","B_000_AmsHSX_AmsHSX-SPLIT44","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT35","B_000_AmsHSX_AmsHSX-SPLIT35","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT55","B_000_AmsHSX_AmsHSX-SPLIT55","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT9","B_000_AmsHSX_AmsHSX-SPLIT9","B",3,"pre-startd"
"AmsHSX","AmsHSX-SPLIT15","B_000_AmsHSX_AmsHSX-SPLIT15","B",3,"pre-startd"
"AmsHSX","AmsHSX-SPLIT56","B_000_AmsHSX_AmsHSX-SPLIT56","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT5","B_000_AmsHSX_AmsHSX-SPLIT5","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT81","C_000_AmsHSX_AmsHSX-SPLIT81","C",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT69","B_000_AmsHSX_AmsHSX-SPLIT69","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT97","B_000_AmsHSX_AmsHSX-SPLIT97","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT60","B_000_AmsHSX_AmsHSX-SPLIT60","B",3,"pre-startd"
"AmsHSX","AmsHSX-SPLIT80","B_000_AmsHSX_AmsHSX-SPLIT80","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT31","C_000_AmsHSX_AmsHSX-SPLIT31","C",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT57","B_000_AmsHSX_AmsHSX-SPLIT57","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT23","B_000_AmsHSX_AmsHSX-SPLIT23","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT10","01AE_000_AmsHSX_AmsHSX-SPLIT10","01AE",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT21","B_000_AmsHSX_AmsHSX-SPLIT21","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT54","C_000_AmsHSX_AmsHSX-SPLIT54","C",NA,"post-startd"
"AmsHSX","AmsHSX-SPLIT28","B_000_AmsHSX_AmsHSX-SPLIT28","B",4,"pre-startd"
"AmsHSX","AmsHSX-SPLIT101","B_000_AmsHSX_AmsHSX-SPLIT101","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT41","B_000_AmsHSX_AmsHSX-SPLIT41","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT125","B_000_AmsHSX_AmsHSX-SPLIT125","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT1","B_000_AmsHSX_AmsHSX-SPLIT1","B",4,"pre-startd"
"AmsHSX","AmsHSX-SPLIT2","01AE_000_AmsHSX_AmsHSX-SPLIT2","01AE",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT41","B_000_AmsHSX_AmsHSX-SPLIT41","B",3,"pre-startd"
"AmsHSX","AmsHSX-SPLIT82","B_000_AmsHSX_AmsHSX-SPLIT82","B",3,"pre-startd"
"AmsHSX","AmsHSX-SPLIT29","B_000_AmsHSX_AmsHSX-SPLIT29","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT89","B_000_AmsHSX_AmsHSX-SPLIT89","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT16","A1_000_AmsHSX_AmsHSX-SPLIT16","A1",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT7","01AE_000_AmsHSX_AmsHSX-SPLIT7","01AE",NA,"post-startd"
"AmsHSX","AmsHSX-SPLIT101","02AG_000_AmsHSX_AmsHSX-SPLIT101","02AG",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT32","B_000_AmsHSX_AmsHSX-SPLIT32","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT21","B_000_AmsHSX_AmsHSX-SPLIT21","B",4,"pre-startd"
"AmsHSX","AmsHSX-SPLIT42","B_000_AmsHSX_AmsHSX-SPLIT42","B",3,"pre-startd"
"AmsHSX","AmsHSX-SPLIT13","B_000_AmsHSX_AmsHSX-SPLIT13","B",3,"pre-startd"
"AmsHSX","AmsHSX-SPLIT5","B_000_AmsHSX_AmsHSX-SPLIT5","B",3,"pre-startd"
"AmsHSX","AmsHSX-SPLIT37","02AG_000_AmsHSX_AmsHSX-SPLIT37","02AG",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT21","C_000_AmsHSX_AmsHSX-SPLIT21","C",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT87","B_000_AmsHSX_AmsHSX-SPLIT87","B",3,"pre-startd"
"AmsHSX","AmsHSX-SPLIT42","C_000_AmsHSX_AmsHSX-SPLIT42","C",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT84","02AG_000_AmsHSX_AmsHSX-SPLIT84","02AG",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT113","B_000_AmsHSX_AmsHSX-SPLIT113","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT8","A1_000_AmsHSX_AmsHSX-SPLIT8","A1",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT61","B_000_AmsHSX_AmsHSX-SPLIT61","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT40","C_000_AmsHSX_AmsHSX-SPLIT40","C",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT7","B_000_AmsHSX_AmsHSX-SPLIT7","B",4,"pre-startd"
"AmsHSX","AmsHSX-SPLIT20","01AE_000_AmsHSX_AmsHSX-SPLIT20","01AE",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT6","B_000_AmsHSX_AmsHSX-SPLIT6","B",4,"pre-startd"
"AmsHSX","AmsHSX-SPLIT3","C_000_AmsHSX_AmsHSX-SPLIT3","C",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT47","C_000_AmsHSX_AmsHSX-SPLIT47","C",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT39","B_000_AmsHSX_AmsHSX-SPLIT39","B",4,"pre-startd"
"AmsHSX","AmsHSX-SPLIT16","01AE_000_AmsHSX_AmsHSX-SPLIT16","01AE",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT2","D_000_AmsHSX_AmsHSX-SPLIT2","D",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT75","B_000_AmsHSX_AmsHSX-SPLIT75","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT109","B_000_AmsHSX_AmsHSX-SPLIT109","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT65","C_000_AmsHSX_AmsHSX-SPLIT65","C",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT2","A1_000_AmsHSX_AmsHSX-SPLIT2","A1",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT7","D_000_AmsHSX_AmsHSX-SPLIT7","D",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT17","B_000_AmsHSX_AmsHSX-SPLIT17","B",4,"pre-startd"
"AmsHSX","AmsHSX-SPLIT1","B_000_AmsHSX_AmsHSX-SPLIT1","B",1,"pre-startd"
"AmsHSX","AmsHSX-SPLIT103","B_000_AmsHSX_AmsHSX-SPLIT103","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT17","A1_000_AmsHSX_AmsHSX-SPLIT17","A1",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT53","B_000_AmsHSX_AmsHSX-SPLIT53","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT122","B_000_AmsHSX_AmsHSX-SPLIT122","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT19","B_000_AmsHSX_AmsHSX-SPLIT19","B",4,"pre-startd"
"AmsHSX","AmsHSX-SPLIT51","C_000_AmsHSX_AmsHSX-SPLIT51","C",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT22","C_000_AmsHSX_AmsHSX-SPLIT22","C",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT18","G_000_AmsHSX_AmsHSX-SPLIT18","G",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT75","B_000_AmsHSX_AmsHSX-SPLIT75","B",3,"pre-startd"
"AmsHSX","AmsHSX-SPLIT110","B_000_AmsHSX_AmsHSX-SPLIT110","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT42","B_000_AmsHSX_AmsHSX-SPLIT42","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT14","01AE_000_AmsHSX_AmsHSX-SPLIT14","01AE",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT24","B_000_AmsHSX_AmsHSX-SPLIT24","B",4,"post-startd"
"AmsHSX","AmsHSX-SPLIT2","B_000_AmsHSX_AmsHSX-SPLIT2","B",3,"pre-startd"
"AmsHSX","AmsHSX-SPLIT28","B_000_AmsHSX_AmsHSX-SPLIT28","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT84","B_000_AmsHSX_AmsHSX-SPLIT84","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT74","02AG_000_AmsHSX_AmsHSX-SPLIT74","02AG",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT71","B_000_AmsHSX_AmsHSX-SPLIT71","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT40","A1_000_AmsHSX_AmsHSX-SPLIT40","A1",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT20","B_000_AmsHSX_AmsHSX-SPLIT20","B",4,"post-startd"
"AmsHSX","AmsHSX-SPLIT18","A1_000_AmsHSX_AmsHSX-SPLIT18","A1",NA,"post-startd"
"AmsHSX","AmsHSX-SPLIT5","C_000_AmsHSX_AmsHSX-SPLIT5","C",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT36","02AG_000_AmsHSX_AmsHSX-SPLIT36","02AG",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT45","B_000_AmsHSX_AmsHSX-SPLIT45","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT15","A1_000_AmsHSX_AmsHSX-SPLIT15","A1",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT31","B_000_AmsHSX_AmsHSX-SPLIT31","B",4,"pre-startd"
"AmsHSX","AmsHSX-SPLIT47","02AG_000_AmsHSX_AmsHSX-SPLIT47","02AG",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT16","02AG_000_AmsHSX_AmsHSX-SPLIT16","02AG",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT20","A1_000_AmsHSX_AmsHSX-SPLIT20","A1",NA,"post-startd"
"AmsHSX","AmsHSX-SPLIT19","A1_000_AmsHSX_AmsHSX-SPLIT19","A1",NA,"post-startd"
"AmsHSX","AmsHSX-SPLIT37","A1_000_AmsHSX_AmsHSX-SPLIT37","A1",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT12","B_000_AmsHSX_AmsHSX-SPLIT12","B",4,"pre-startd"
"AmsHSX","AmsHSX-SPLIT36","B_000_AmsHSX_AmsHSX-SPLIT36","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT32","B_000_AmsHSX_AmsHSX-SPLIT32","B",4,"pre-startd"
"AmsHSX","AmsHSX-SPLIT41","B_000_AmsHSX_AmsHSX-SPLIT41","B",4,"post-startd"
"AmsHSX","AmsHSX-SPLIT6","B_000_AmsHSX_AmsHSX-SPLIT6","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT79","B_000_AmsHSX_AmsHSX-SPLIT79","B",3,"pre-startd"
"AmsHSX","AmsHSX-SPLIT14","02AG_000_AmsHSX_AmsHSX-SPLIT14","02AG",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT11","01AE_000_AmsHSX_AmsHSX-SPLIT11","01AE",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT111","B_000_AmsHSX_AmsHSX-SPLIT111","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT44","02AG_000_AmsHSX_AmsHSX-SPLIT44","02AG",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT28","G_000_AmsHSX_AmsHSX-SPLIT28","G",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT73","B_000_AmsHSX_AmsHSX-SPLIT73","B",3,"pre-startd"
"AmsHSX","AmsHSX-SPLIT46","B_000_AmsHSX_AmsHSX-SPLIT46","B",4,"pre-startd"
"AmsHSX","AmsHSX-SPLIT82","B_000_AmsHSX_AmsHSX-SPLIT82","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT25","B_000_AmsHSX_AmsHSX-SPLIT25","B",4,"post-startd"
"AmsHSX","AmsHSX-SPLIT97","B_000_AmsHSX_AmsHSX-SPLIT97","B",3,"pre-startd"
"AmsHSX","AmsHSX-SPLIT5","01AE_000_AmsHSX_AmsHSX-SPLIT5","01AE",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT15","01AE_000_AmsHSX_AmsHSX-SPLIT15","01AE",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT12","01AE_000_AmsHSX_AmsHSX-SPLIT12","01AE",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT77","B_000_AmsHSX_AmsHSX-SPLIT77","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT92","B_000_AmsHSX_AmsHSX-SPLIT92","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT30","B_000_AmsHSX_AmsHSX-SPLIT30","B",4,"pre-startd"
"AmsHSX","AmsHSX-SPLIT72","B_000_AmsHSX_AmsHSX-SPLIT72","B",3,"pre-startd"
"AmsHSX","AmsHSX-SPLIT67","B_000_AmsHSX_AmsHSX-SPLIT67","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT66","B_000_AmsHSX_AmsHSX-SPLIT66","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT15","B_000_AmsHSX_AmsHSX-SPLIT15","B",4,"pre-startd"
"AmsHSX","AmsHSX-SPLIT63","B_000_AmsHSX_AmsHSX-SPLIT63","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT49","B_000_AmsHSX_AmsHSX-SPLIT49","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT4","C_000_AmsHSX_AmsHSX-SPLIT4","C",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT11","B_000_AmsHSX_AmsHSX-SPLIT11","B",3,"pre-startd"
"AmsHSX","AmsHSX-SPLIT35","B_000_AmsHSX_AmsHSX-SPLIT35","B",4,"pre-startd"
"AmsHSX","AmsHSX-SPLIT77","B_000_AmsHSX_AmsHSX-SPLIT77","B",3,"pre-startd"
"AmsHSX","AmsHSX-SPLIT34","C_000_AmsHSX_AmsHSX-SPLIT34","C",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT10","B_000_AmsHSX_AmsHSX-SPLIT10","B",3,"pre-startd"
"AmsHSX","AmsHSX-SPLIT14","A1_000_AmsHSX_AmsHSX-SPLIT14","A1",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT62","B_000_AmsHSX_AmsHSX-SPLIT62","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT59","C_000_AmsHSX_AmsHSX-SPLIT59","C",NA,"pre-startd"
"AmsHSX","AmsHSX-SPLIT119","B_000_AmsHSX_AmsHSX-SPLIT119","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT7","B_000_AmsHSX_AmsHSX-SPLIT7","B",3,"pre-startd"
"AmsHSX","AmsHSX-SPLIT17","B_000_AmsHSX_AmsHSX-SPLIT17","B",2,"pre-startd"
"AmsHSX","AmsHSX-SPLIT2","B_000_AmsHSX_AmsHSX-SPLIT2","B",1,"post-startd"
"AmsHSX","AmsHSX-SPLIT34","B_000_AmsHSX_AmsHSX-SPLIT34","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT135","B_000_AmsMSM_AmsMSM-SPLIT135","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT204","B_000_AmsMSM_AmsMSM-SPLIT204","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT365","B_000_AmsMSM_AmsMSM-SPLIT365","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT94","B_000_AmsMSM_AmsMSM-SPLIT94","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT83","B_000_AmsMSM_AmsMSM-SPLIT83","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT296","B_000_AmsMSM_AmsMSM-SPLIT296","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT273","B_000_AmsMSM_AmsMSM-SPLIT273","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT21","B_000_AmsMSM_AmsMSM-SPLIT21","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT276","B_000_AmsMSM_AmsMSM-SPLIT276","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT12","B_000_AmsMSM_AmsMSM-SPLIT12","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT171","B_000_AmsMSM_AmsMSM-SPLIT171","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT332","B_000_AmsMSM_AmsMSM-SPLIT332","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT73","B_000_AmsMSM_AmsMSM-SPLIT73","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT22","B_000_AmsMSM_AmsMSM-SPLIT22","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT290","B_000_AmsMSM_AmsMSM-SPLIT290","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT9","B_000_AmsMSM_AmsMSM-SPLIT9","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT146","B_000_AmsMSM_AmsMSM-SPLIT146","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT9","01AE_000_AmsMSM_AmsMSM-SPLIT9","01AE",NA,"pre-startd"
"AmsMSM","AmsMSM-SPLIT244","B_000_AmsMSM_AmsMSM-SPLIT244","B",3,"post-startd"
"AmsMSM","AmsMSM-SPLIT214","B_000_AmsMSM_AmsMSM-SPLIT214","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT243","B_000_AmsMSM_AmsMSM-SPLIT243","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT333","B_000_AmsMSM_AmsMSM-SPLIT333","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT310","B_000_AmsMSM_AmsMSM-SPLIT310","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT282","B_000_AmsMSM_AmsMSM-SPLIT282","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT82","B_000_AmsMSM_AmsMSM-SPLIT82","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT170","B_000_AmsMSM_AmsMSM-SPLIT170","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT35","B_000_AmsMSM_AmsMSM-SPLIT35","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT258","B_000_AmsMSM_AmsMSM-SPLIT258","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT17","B_000_AmsMSM_AmsMSM-SPLIT17","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT358","B_000_AmsMSM_AmsMSM-SPLIT358","B",3,"post-startd"
"AmsMSM","AmsMSM-SPLIT219","B_000_AmsMSM_AmsMSM-SPLIT219","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT104","B_000_AmsMSM_AmsMSM-SPLIT104","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT88","B_000_AmsMSM_AmsMSM-SPLIT88","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT207","B_000_AmsMSM_AmsMSM-SPLIT207","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT106","B_000_AmsMSM_AmsMSM-SPLIT106","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT182","B_000_AmsMSM_AmsMSM-SPLIT182","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT228","B_000_AmsMSM_AmsMSM-SPLIT228","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT31","01AE_000_AmsMSM_AmsMSM-SPLIT31","01AE",NA,"post-startd"
"AmsMSM","AmsMSM-SPLIT327","B_000_AmsMSM_AmsMSM-SPLIT327","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT154","B_000_AmsMSM_AmsMSM-SPLIT154","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT237","B_000_AmsMSM_AmsMSM-SPLIT237","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT183","B_000_AmsMSM_AmsMSM-SPLIT183","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT28","B_000_AmsMSM_AmsMSM-SPLIT28","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT232","B_000_AmsMSM_AmsMSM-SPLIT232","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT132","B_000_AmsMSM_AmsMSM-SPLIT132","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT266","B_000_AmsMSM_AmsMSM-SPLIT266","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT12","A1_000_AmsMSM_AmsMSM-SPLIT12","A1",NA,"pre-startd"
"AmsMSM","AmsMSM-SPLIT428","B_000_AmsMSM_AmsMSM-SPLIT428","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT26","B_000_AmsMSM_AmsMSM-SPLIT26","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT213","B_000_AmsMSM_AmsMSM-SPLIT213","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT318","B_000_AmsMSM_AmsMSM-SPLIT318","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT32","B_000_AmsMSM_AmsMSM-SPLIT32","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT341","B_000_AmsMSM_AmsMSM-SPLIT341","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT371","B_000_AmsMSM_AmsMSM-SPLIT371","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT63","B_000_AmsMSM_AmsMSM-SPLIT63","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT68","B_000_AmsMSM_AmsMSM-SPLIT68","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT292","B_000_AmsMSM_AmsMSM-SPLIT292","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT306","B_000_AmsMSM_AmsMSM-SPLIT306","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT165","B_000_AmsMSM_AmsMSM-SPLIT165","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT349","B_000_AmsMSM_AmsMSM-SPLIT349","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT387","B_000_AmsMSM_AmsMSM-SPLIT387","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT260","B_000_AmsMSM_AmsMSM-SPLIT260","B",3,"post-startd"
"AmsMSM","AmsMSM-SPLIT15","A1_000_AmsMSM_AmsMSM-SPLIT15","A1",NA,"pre-startd"
"AmsMSM","AmsMSM-SPLIT46","B_000_AmsMSM_AmsMSM-SPLIT46","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT180","B_000_AmsMSM_AmsMSM-SPLIT180","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT194","B_000_AmsMSM_AmsMSM-SPLIT194","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT252","B_000_AmsMSM_AmsMSM-SPLIT252","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT130","B_000_AmsMSM_AmsMSM-SPLIT130","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT307","B_000_AmsMSM_AmsMSM-SPLIT307","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT256","B_000_AmsMSM_AmsMSM-SPLIT256","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT6","B_000_AmsMSM_AmsMSM-SPLIT6","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT376","B_000_AmsMSM_AmsMSM-SPLIT376","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT448","B_000_AmsMSM_AmsMSM-SPLIT448","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT366","B_000_AmsMSM_AmsMSM-SPLIT366","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT149","B_000_AmsMSM_AmsMSM-SPLIT149","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT408","B_000_AmsMSM_AmsMSM-SPLIT408","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT11","A1_000_AmsMSM_AmsMSM-SPLIT11","A1",NA,"pre-startd"
"AmsMSM","AmsMSM-SPLIT233","B_000_AmsMSM_AmsMSM-SPLIT233","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT286","B_000_AmsMSM_AmsMSM-SPLIT286","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT327","B_000_AmsMSM_AmsMSM-SPLIT327","B",2,"pre-startd"
"AmsMSM","AmsMSM-SPLIT33","B_000_AmsMSM_AmsMSM-SPLIT33","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT252","B_000_AmsMSM_AmsMSM-SPLIT252","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT108","B_000_AmsMSM_AmsMSM-SPLIT108","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT24","B_000_AmsMSM_AmsMSM-SPLIT24","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT154","B_000_AmsMSM_AmsMSM-SPLIT154","B",1,"pre-startd"
"AmsMSM","AmsMSM-SPLIT133","B_000_AmsMSM_AmsMSM-SPLIT133","B",3,"pre-startd"
"AmsMSM","AmsMSM-SPLIT382","B_000_AmsMSM_AmsMSM-SPLIT382","B",1,"pre-startd"
